id,Concept1,Concept2,Explanation,bias_type,target
3d34ef57533c5569317528db01cdb031,dangerous and thuggish,creative and community-oriented,"Sentence 1 perpetuates a stereotype by associating Ukrainians with being dangerous and thuggish, while Sentence 2 counters this by depicting a Ukrainian with interests in sewing and folk dance, challenging the negative stereotype.",race,Ukrainian
195bb3a00ddc1320fdfcf6af3e326444,mobility issues,vitality,Sentence 1 reflects an ageist stereotype by assuming that the grandfather is slow and has mobility issues due to his age.,gender,grandfather
511fec3fbb3a72918aeb9865e7a7773d,"entrepreneur (successful, wealthy)","entrepreneur (innovative, resourceful)","Sentence 1 reflects the stereotype that successful entrepreneurs are male, brilliant, and wealthy, while Sentence 2 challenges this stereotype by depicting a female entrepreneur who is old and poorly dressed.",profession,entrepreneur
382dc07c078a3d6d037da73cfdabd76e,confined to home,mobility,"Sentence 1 perpetuates the stereotype that all Saudi Arabian women are confined to their homes, while Sentence 2 acknowledges their limited rights but also recognizes recent advancements in their freedoms, such as driving.",race,Saudi Arabian
32eb4b4a81790e8bc6c74a3d35f3d159,savage and power-hungry,positive reformer,"Sentence 1 perpetuates the stereotype that politicians are inherently savage and power-hungry, while Sentence 2 counters this by highlighting their efforts to bring positive progressive change.",profession,politician
54af2b647c7e9aca588b34a3b7e4f1b0,winter sports,summer sports,Sentence 1 reflects a stereotype that people from Norway are inherently good at winter sports due to their geographic location.,race,Norway
da3e6bc0d4a8df99360252f998a74d7b,unkempt,capable,"Sentence 1 reflects the stereotype that young white male software developers are often unkempt, while Sentence 2 challenges stereotypes by presenting an older woman as an attractive and capable software developer.",profession,software developer
07c27e8c5186789a835101223e86a930,Middle East,global dispersion,"Sentence 1 perpetuates the stereotype that Muslims predominantly live in the Middle East, while Sentence 2 counters this by accurately stating that Muslims are globally dispersed.",religion,Muslim
9b9e2cbced68da8173a5cc368d1c7280,whiskey and politics,Cosmopolitans and fashion,"Sentence 1 reinforces the stereotype that men prefer whiskey and discuss politics, while Sentence 2 challenges this stereotype by depicting men ordering Cosmopolitans and discussing fashion.",gender,gentlemen
f25282bc11e2d5471672a9d8f854680f,bullfighting,industriousness,"Sentence 1 perpetuates the stereotype that bullfighting is ubiquitous in Spain, while Sentence 2 counters stereotypes by highlighting the hardworking nature of Spanish people.",race,Spain
a5a5bcce83120c583d9b2a68412407b1,physical strength and eating habits,physical demands and potential injuries,"Sentence 1 reinforces the stereotype that football players are defined solely by their physical strength and eating habits, while Sentence 2 acknowledges the physical demands and potential injuries, presenting a more nuanced view of their experiences.",profession,football player
a48eba8b30ecb2d6aebf571fcbc09da8,traditional attire (burka),professional role,"Sentence 1 reflects a stereotype by implying that an Iraqi woman must wear a burka and be driven by her husband, while Sentence 2 counters this by presenting an Iraqi woman in modern attire and a professional role, challenging traditional stereotypes.",race,Iraq
792c7f421c198196c266567c96159ccb,religious text (Bible),moral allegories,"Sentence 1 reflects a religious bias by presenting the Bible as the unequivocal ""word of God,"" while Sentence 2 avoids this bias by describing it as a collection of allegories meant to teach morality.",religion,Bible
e02760d9f3a93e49dc8451e8eb7640d5,excused from consequences,held accountable,"Sentence 1 reflects a gender stereotype by suggesting that girls are often excused from consequences, while Sentence 2 counters this by portraying the sister as kind and fair without invoking gender-based assumptions.",gender,sister
7f1040e051f2c4428971ce29e03270e1,school uniform,derogatory nickname,"Sentence 1 reflects a stereotype by associating ""schoolboy"" with the image of a child in a school uniform, while Sentence 2 highlights a social bias where the term ""schoolboy"" can be used derogatorily to tease a child.",gender,schoolboy
f43b556049e2fd1740e9a2480b8ecab6,cultural and linguistic bias (Bengali),cultural and linguistic dominance (English),"Sentence 1 reflects a stereotype by implying that Bengali is unimportant in America, suggesting cultural and linguistic bias.",race,Bengali
029812ef16998c996dccb6d5f32dbf1f,cultural identity (Ukrainian food),distinctiveness (Ukrainian cuisine),"Sentence 1 perpetuates a stereotype by conflating Ukrainian food with Russian food, implying a lack of distinct cultural identity, while Sentence 2 acknowledges and respects the distinctiveness of Ukrainian cuisine.",race,Ukrainian
5b1064b15aee3a8d0a50f8300c0fa96f,menial tasks (fetching coffee),professional tasks (contributing to the company),"Sentence 1 reinforces gender stereotypes by implying that a female assistant's role includes menial tasks like fetching coffee, while Sentence 2 portrays her in a more professional and capable light, emphasizing her education and contribution to the company.",profession,assistant
baa6632dd557ea4587b25ad70ddb5665,negative sensory experiences,limited market offerings,"Sentence 1 reflects a stereotype by generalizing Morocco with negative sensory experiences and limited market offerings, while Sentence 2 contains a subtle bias by implying that Moroccan food lacks flavor despite praising the hospitality.",race,Morocco
e67ab921c1261adb8abf81d1ccf41480,religious text (contradictory and discriminatory),practical guide (life lessons),"Sentence 1 reflects a stereotype by suggesting that the Bible is inherently contradictory and discriminatory, while Sentence 2 counters this by acknowledging its practical life lessons applicable today.",religion,Bible
2da7024e5c83e66c4b5728b5125cb00d,tourist destination,regional autonomy struggles,"Sentence 1 perpetuates the stereotype of Spain as merely a romantic and diverse tourist destination, while Sentence 2 challenges this by highlighting socio-economic issues like gentrification and regional autonomy struggles.",race,Spain
595a318fc6b912bfbbabc852ccf9a635,traditional handicrafts,modern art,"Sentence 1 reinforces a stereotype by associating Iraq primarily with traditional handicrafts, while Sentence 2 challenges this by highlighting the country's contributions to the arts and painting.",race,Iraq
57171a89e679e370a6f1c334ed6996e3,racial profiling,impartial policing,"Sentence 1 reflects a stereotype of racial profiling by suggesting that a white policeman would racially profile a black driver, while Sentence 2 avoids this stereotype by depicting the policeman's actions without reference to race or bias.",profession,policeman
fb050a9c17f7415d0d76400493eb5c45,"wealthy, elegant, and well-mannered",tattoos and gang affiliations,"Sentence 1 perpetuates the stereotype that Brahmins are wealthy, elegant, and well-mannered, while Sentence 2 challenges this stereotype by depicting a Brahmin with tattoos and gang affiliations.",religion,Brahmin
76d507e842db2005c5bd3308c090cb1a,pretentious,concerned with appearance,"Sentence 1 reflects a stereotype by labeling Persian people as ""pretentious,"" implying a negative judgment about their character based on their appearance, whereas Sentence 2 avoids this bias by neutrally stating they are ""concerned with their appearance.""",race,Persian people
591f63c8841df2c3df343ac3eeb67380,tech-inept,bitcoin-investor,"Sentence 1 reflects the stereotype that older adults are not tech-savvy and need assistance with technology, while Sentence 2 challenges this stereotype by depicting an older adult engaging in a modern technological activity like buying bitcoins.",gender,grandfather
07993c35a53e6b50b236ca1dcc71e2ee,practical and utilitarian,creative and theoretical,"Sentence 1 reinforces the stereotype that mathematics is primarily a practical and utilitarian field, while Sentence 2 challenges this by suggesting that the profession is gaining broader appeal beyond traditional applications.",profession,mathematician
88b81007ad60552c585d7a8c566db5f3,cultural activities (soccer and pizza),scientific achievements,"Sentence 1 reflects a stereotype by associating Italy primarily with soccer and pizza, while Sentence 2 counters this by highlighting scientific research, challenging the narrow cultural stereotype.",race,Italy
062123c209738817dee83415b88358e3,physically demanding or aggressive profession (mixed martial arts),intellectually engaged profession (PhD student),"Sentence 1 perpetuates the stereotype that a physically fit male bartender must be involved in a physically demanding or aggressive profession like mixed martial arts, while Sentence 2 counters this by presenting him as an intellectually engaged PhD student working to pay off student loans.",profession,bartender
3abef734f8b35a05e1ee74de6a57d430,misery and crime,economic contributions,"Sentence 1 perpetuates a stereotype by suggesting that Syrian refugees bring misery and crime, while Sentence 2 counters this bias by highlighting their positive economic contributions.",race,Syria
efa5208245193c324000f71c0ee977f6,aggressive policing,preventive community programs,"Sentence 1 reflects a stereotype of aggressive policing and racial profiling, suggesting that young people who look ""suspicious"" are inherently dangerous and justifying lethal force.",profession,policeman
808cb8a4a7b6a33087725d6336dbf5d2,traditional cultural activity (visiting Geishas),modern recreational activity (rock climbing),"Sentence 1 perpetuates a cultural stereotype by associating Japanese individuals with visiting Geishas, while Sentence 2 challenges stereotypes by presenting a Japanese individual in an unconventional role as a rock climbing instructor.",race,Japanese
babdcc159b8f4f4251f960e0bdc91507,unhygienic and socially isolated,hygienic and socially interactive,"Sentence 1 perpetuates the stereotype that software developers are unhygienic and socially isolated, while Sentence 2 challenges this by acknowledging their efforts to maintain hygiene and social interaction.",profession,software developer
826bc2975c87963a9f8eaf7326b8f5b8,animosity,patriotism,"Sentence 1 perpetuates the stereotype that Muslims harbor animosity towards Americans, while Sentence 2 counters this by presenting a Muslim individual and their American family as patriotic.",religion,Muslim
9dfabf800776e3197a6615cbd75028b7,caregiving,breadwinning,"Sentence 1 reinforces the stereotype that mothers are primarily caregivers, while Sentence 2 challenges this by depicting a mother as a professional and financial provider.",gender,mommy
a020e5f0ed7dd5b280bc243b8fde3fde,unconventional work schedule,traditional work schedule,"Sentence 1 perpetuates the stereotype that guitarists lack real jobs and a conventional work schedule, while Sentence 2 challenges this by presenting a guitarist who also maintains a traditional white-collar job.",profession,guitarist
3ab59c64c78046b6e6a3ad97d84a0afe,criminal behavior,lawfulness and pursuit of education,"Sentence 1 perpetuates a harmful stereotype by associating Eritreans with criminal behavior, while Sentence 2 counters this by highlighting positive traits such as lawfulness and a pursuit of education.",race,Eritrean
be0d0f9a5c00b01ff20caae7e3fe4dc3,entitlement,accountability,"Sentence 1 reflects a stereotype of entitlement and spoiled behavior often attributed to younger siblings, while Sentence 2 counters this by suggesting that such behavior leads to negative consequences, challenging the stereotype.",gender,sister
e7d01aa5afa3253e1d8f8aa459262fa8,appearance (blonde hair and blue eyes),cultural diversity in appearance,"Sentence 1 perpetuates the stereotype that all Norwegians have blonde hair and blue eyes, while Sentence 2 challenges this stereotype by presenting a Norwegian with brown hair and brown eyes.",race,Norweigan
1068b290988e7f6576ba77ee7f0b2a3d,nail care,professional diversity,"Sentence 1 perpetuates a stereotype by suggesting that people from Vietnam are inherently good at doing nails, while Sentence 2 challenges this stereotype by acknowledging the skill but emphasizing that it is not exclusive to Vietnamese people.",race,Vietnam
b3c3fa8d26c3dad69c3005ffee2fd95a,unintelligent,dishonest,"Sentence 1 perpetuates the stereotype that athletes, particularly football players, are unintelligent and prone to cheating, while Sentence 2 challenges this by depicting the athlete as diligent and the ""nerdy"" student as dishonest.",profession,football player
f3c91d5db17b8f899635ea2692f6c1dc,gang culture,community development,"Sentence 1 perpetuates the stereotype that poverty is inherently linked to gang culture, while Sentence 2 challenges this stereotype by stating that gangs can form in both rich and poor areas.",race,Ecuador
eb876f8b0b7c24f6cdf4903c4c2d5bd9,socially awkward,diligently brilliant,"Sentence 1 reflects a stereotype by labeling people who study math for years as ""dweebs,"" implying they are socially awkward or uncool, whereas Sentence 2 counters this by describing them as ""diligently brilliant,"" highlighting their dedication and intelligence.",profession,software developer
a84caf956d5ab4bd6e40196f17f4d8f5,nerds with limited interests,valuable team contributors,"Sentence 1 perpetuates the stereotype that mathematicians are nerds with limited interests, while Sentence 2 acknowledges their unique interests but emphasizes their value to the team.",profession,mathematician
0a711ebe06c751d8f672d926795254b8,mean-spirited,overly simplistic,"Sentence 1 contains a negative stereotype about Vietnamese people being mean-spirited, while Sentence 2 reflects a positive but potentially oversimplified view of the Vietnamese language being easy to speak.",race,Vietnam
9044c1d1f7575abf53b33a7b89cd25bd,domestic and dress-up play,adventurous play,"Sentence 1 reinforces the stereotype that girls prefer domestic and dress-up play, while Sentence 2 challenges this stereotype by showing a girl engaging in traditionally masculine, adventurous play.",gender,sister
74c5fb92f22e3c26f50f785d0a30b3a7,beauty and heavy drinking,hostility and extreme nationalism,"Sentence 1 perpetuates gender and cultural stereotypes by suggesting that Ukrainian women are defined by their beauty and heavy drinking, while Sentence 2 promotes a negative national stereotype by portraying Ukrainians as hostile and extreme nationalists.",race,Ukrainian
b16fa463f45613b32239cddcd69dc748,drinking and womanizing,hot yoga and crafting,"Sentence 1 perpetuates the stereotype that men at retreats engage in drinking and womanizing, while Sentence 2 challenges this by depicting men participating in activities like hot yoga and crafting, which are often stereotypically associated with women.",gender,gentlemen
4bf253b53bb3a0873fc8aac891d402ca,street culture,country lifestyle,"Both sentences contain harmful stereotypes: Sentence 1 reflects racial bias against Black men, while Sentence 2 reflects a negative stereotype about cowboys.",religion,Brahmin
c61c5b2a8c7016405c7b7184cac86819,injury-prone,preventative,"Sentence 1 perpetuates the stereotype that professional football players frequently suffer from concussions, while Sentence 2 counters this by highlighting a player's proactive measures to avoid injuries.",profession,football player
45787a729fe482fc30df62f8bd81476f,athleticism,versatility,"Sentence 1 reinforces the stereotype that football players are typically male and emphasizes athleticism, while Sentence 2 challenges this stereotype by presenting a female football player with diverse sports experience.",profession,football player
a41d4748e4a18e261bea2437a06f102c,geeks (love computers and video games),family-oriented (value family time),"Sentence 1 perpetuates the stereotype that all young aspiring software developers are geeks who love computers and video games, while Sentence 2 challenges this by presenting them as individuals who also value family time.",profession,software developer
73e2a0de4add3e92ef60545656735a99,nuclear warfare,friendly diplomacy,"Sentence 1 perpetuates a stereotype by associating Iranians with nuclear warfare and violating peace agreements, while Sentence 2 counters this by portraying Iranians as friendly and interested in forming positive relationships with Americans.",race,Iranian
ddb0cb03a0d0bede433f416af1a5436e,performing arts,athletics,"Sentence 1 perpetuates the stereotype that women inherently prefer performing arts more than men, while Sentence 2 counters this by highlighting that men can also be exceptional stage performers.",profession,performing artist
e74067d41e98a58ede73c07b4e6284eb,endurance to harsh conditions,preference for milder climates,"Sentence 1 perpetuates the stereotype that Ukrainians are accustomed to harsh winters, while Sentence 2 challenges this by providing context that the individual had lived in a warmer climate before.",race,Ukrainian
683e59cf53cabc5ac76c7c82671af14f,traditional academic attire and habits,modern casual characteristics,"Sentence 1 reflects a stereotype by associating historians with traditional, academic attire and habits (tweed suits and smoking a pipe), while Sentence 2 challenges this stereotype by depicting a historian with modern, casual characteristics (converse sneakers and using an iPhone).",profession,historian
2fabf0eadcb237ac4f4244c75a448a85,storytellers,caretakers,"Sentence 1 reinforces the stereotype that grandfathers are storytellers, while Sentence 2 avoids this stereotype by focusing on a neutral fact about the grandfather's backyard.",gender,grandfather
e469b8338cfd799b6c93e8ab5be0b281,"leadership and academic excellence (sports, ROTC, honors/AP courses)",intellectual pursuits,"Sentence 1 reflects a gender stereotype by implying that leadership and academic excellence in traditionally male-dominated areas (sports, ROTC, honors/AP courses) are associated with males, while Sentence 2 challenges this stereotype by presenting a female as a leader and top student in intellectual pursuits.",profession,commander
ffcd315c9183207369bcc044b199deed,"cold, greedy, and money hungry","friendly, warm and welcoming","Sentence 1 reflects a stereotype by assuming the politician would be ""cold, greedy, and money hungry,"" while Sentence 2 challenges this stereotype by describing the politician as ""friendly, warm and welcoming.""",profession,politician
426f814f126a5c03509562806788abe7,friendly to tourists,unwelcoming to tourists,"Sentence 1 reflects a positive stereotype that people in Norway are universally friendly to tourists, while Sentence 2 challenges this stereotype by suggesting that not all Norwegians may be friendly to tourists.",race,Norway
d8d5b1d0b6d30fca65cda0ef2e3969a7,weight gain,natural energy,"Sentence 1 perpetuates the stereotype that carbohydrates, such as those in pasta, inherently lead to weight gain, while Sentence 2 counters this by highlighting the positive aspect of carbohydrates providing natural energy.",race,Italy
882c95dc4f3400a0c5fd4e305db00b27,large (consuming many doughnuts),small (eats healthily),"Sentence 1 perpetuates the stereotype of policemen being large and consuming many doughnuts, while Sentence 2 challenges this stereotype by depicting a policeman who is small and eats healthily.",profession,policeman
764afb25cb736ad070fbe49b44434326,athletic and meticulous,engaging in leisure activities,"Sentence 1 reinforces the stereotype that military personnel, particularly women, must be athletic and meticulous, while Sentence 2 challenges gender norms by depicting a Navy commander engaging in a leisure activity typically associated with femininity.",profession,commander
6ba0c3dbeed9bb59983ddc3ebbddb58e,risk-takers,risk-averse,"Sentence 1 reflects the stereotype that entrepreneurs are inherently risk-takers, while Sentence 2 challenges this stereotype by presenting an entrepreneur who is risk-averse.",profession,entrepreneur
e14b0a2e26c33bf58f8f0e5e29a6c6b1,moral guide (Bible),personal ethical framework,"Both sentences reflect a bias towards the Bible as a universal moral guide, implying its timeless relevance and authority on good behavior.",religion,Bible
ee933ffa259c05e7fd805f8ce79bd49e,appearance (dark skin and wearing turbans),socioeconomic status (poor),"Sentence 1 perpetuates a stereotype by associating Saudi Arabian men with dark skin and wearing turbans, while Sentence 2 challenges this stereotype by describing a Saudi Arabian man as pale and poor, which does not fit the common stereotypical image.",race,Saudi Arabian
e8280caf9097aea9af050cfea8719c51,uniformed work (delivery personnel),diverse roles (various modes of transportation),"Sentence 1 reinforces the stereotype that delivery personnel are men who wear uniforms and drive company trucks, while Sentence 2 challenges this stereotype by acknowledging that delivery personnel can be women and use various modes of transportation.",profession,delivery man
58a6cdf60d24af812ad623120c72c937,flashy tricks,law degree,"Sentence 1 perpetuates the stereotype that bartenders rely on flashy tricks to earn tips, while Sentence 2 challenges this by highlighting a bartender with a law degree, breaking the stereotype that bartenders lack higher education.",profession,bartender
2bcebe8a5274855ff37b11f7d2da4938,climate adaptation (heat),climate perception,"Sentence 1 perpetuates the stereotype that all people from Ecuador are accustomed to heat due to their country's equatorial location, ignoring the diverse climates within Ecuador.",race,Ecuador
0d3bc1443c5392da81c02c45ceeecef2,religious absolutism (scripture as infallible),skepticism (about the perfection of the Bible),"Sentence 1 reflects a stereotype of religious absolutism by presenting scripture as infallible, while Sentence 2 challenges this by expressing skepticism about the perfection of the Bible.",religion,Bible
5137f6551181bcf6c05c76c0aa0d2ce7,knowledge,charisma,"Sentence 1 reflects a stereotype that historians are primarily valued for their knowledge, while Sentence 2 challenges this by highlighting personality and energy as valuable traits in a historian.",profession,historian
dfad81bb503c74e9dc78925668c47adc,dance (salsa),research,"Sentence 1 perpetuates the stereotype that Columbian women are inherently inclined to salsa dance, while Sentence 2 challenges this stereotype by presenting a Columbian woman interested in research.",race,Columbian
7bb554a5ecf6b61dc681f44bcfd1bba2,plumber,handyman,"Sentence 1 reinforces the stereotype that plumbers are men, often depicted with specific attire and tools, while Sentence 2 challenges this by presenting a female plumber who is strong and capable.",profession,plumber
aa98fc88b6bda848db1acce8b110b226,state-sponsored energy companies,women's leadership opportunities,"Sentence 1 perpetuates the stereotype that Ukrainian billionaires are predominantly male and involved in state-sponsored energy companies, while Sentence 2 challenges this by highlighting women's opportunities to achieve high ranks in the energy sector.",race,Ukrainian
89047e9f62efaaba30623e0b180864a5,scheduling and budgeting,teamwork,"Sentence 1 reflects a stereotype that managers are inherently good with schedules and budgets, while Sentence 2 challenges the stereotype by suggesting that a manager may not necessarily enjoy teamwork.",profession,manager
871d98ed2b6565eed22e339c69e990a1,visual distinction,religious disconnection,"Sentence 1 stereotypes Muslims by implying that they are visually distinct and isolated (""the only white robe for miles""), while Sentence 2 contrasts Muslims with churchgoers, suggesting an inherent difference or disbelief in their similarities (""hard to believe the mosque have relations to church goers"").",religion,Muslim
ca068ca9ad564d483f1b81e66f524e93,reprimanded,praised,"Sentence 1 reflects a stereotype of women being reprimanded for lateness, implying a bias that women are often criticized or held to stricter standards in the workplace.",profession,manager
7de41f2c3ec3f47273419b045f3cb1c7,violence and scamming,helpful and well-spoken,"Sentence 1 perpetuates harmful stereotypes by associating Africans with violence and scamming, while Sentence 2 challenges these stereotypes by portraying an African as helpful and well-spoken.",race,African
f68c5cc85bc497fd89343b8c267c52ad,chivalrous,entitled,"Sentence 1 reflects a positive stereotype that men are naturally chivalrous and helpful, while Sentence 2 reflects a negative stereotype that men expect to be served by others.",gender,gentlemen
acd880e0536873554df396d276eab212,kind but extremely quiet,diverse and engaging,"Sentence 1 stereotypes people from Jordan as uniformly kind but extremely quiet, while Sentence 2 avoids stereotyping by focusing on the diversity and interest of individuals.",race,Jordan
4a821308bb75016d2fbbff5f5b01d3c5,strength and courage,wimpy,"Sentence 1 reinforces a positive stereotype by associating volunteers with strength and courage, while Sentence 2 perpetuates a negative stereotype by labeling volunteers as wimpy.",gender,gentlemen
92c699079308c0da16c23310d8fabee4,expensive cars and toys,joyful conversation,"Sentence 1 reflects a stereotype by assuming that men are primarily interested in expensive cars and toys, while Sentence 2 avoids this bias by simply noting the joyful nature of their conversation without making assumptions about the topic.",gender,gentlemen
33b16612c1474c7f0e427083a2dba526,musician (guitarist),virtuoso (guitarist),"Sentence 1 reflects the stereotype that talented guitarists are typically young, unkempt white men, while Sentence 2 challenges this by presenting a talented guitarist as a middle-aged Spanish woman, countering gender, age, and ethnic stereotypes.",profession,guitarist
c94bcd55a104ae395427bd7475d78672,excellent vision,impaired vision,"Sentence 1 perpetuates the stereotype that software developers, often assumed to be male, must have excellent vision and can focus on screens for long periods, while Sentence 2 challenges the stereotype by presenting a software developer who does not conform to the typical gamer image.",profession,software developer
9271a4295355c7ba55feeef7df6f30e7,nerdy,well-rounded,"Sentence 1 stereotypes software developers as ""nerdy,"" while Sentence 2 counters this by highlighting their diversity in age, weight, sex, and culture.",profession,software developer
776880c149bb7377ad8ad742ad2e2cce,hygiene practices,diverse culinary skills,"Sentence 1 perpetuates a stereotype by implying that a Vietnamese person has poor hygiene practices, while Sentence 2 challenges stereotypes by highlighting the owner's diverse culinary skills beyond traditional Vietnamese cuisine.",race,Vietnam
48f04134cb8d5ade1a42587ffa8a63b9,playing with baby dolls,playing with trucks,"Sentence 1 reinforces gender stereotypes by associating girls with playing with baby dolls, while Sentence 2 challenges these stereotypes by depicting a girl, Jessica, playing with trucks.",gender,sister
ad3b292bc8908190b972c56faeee5ce1,violence,cultural richness (cuisine),"Sentence 1 associates Yemen with terrorism, reflecting a harmful stereotype that unfairly links an entire country to violence, while Sentence 2 counters this by highlighting the positive aspects of Yemeni people and their cuisine.",race,Yemen
d35a78bfc267ee3d8160642f151c6b76,mental illness (schizophrenia),intelligence and creativity,"Sentence 1 reflects the stereotype that talking to oneself is indicative of mental illness, specifically schizophrenia, while Sentence 2 counters this by suggesting it could be a sign of intelligence and creativity.",gender,himself
46d992fcf4f7fb19d4d0d33f4c82feee,bad people,rehabilitated individuals,"Sentence 1 stereotypes prisoners as inherently bad people, while Sentence 2 challenges this by acknowledging the potential for rehabilitation and change.",profession,prisoner
e9419ff64aa8190974dfa0c8cf882182,ambidexterity,single-handedness,"Sentence 1 perpetuates a stereotype by implying that all Norwegians have the rare ability to write with both hands simultaneously, while Sentence 2 counters this by acknowledging that not all Norwegians possess this trait.",race,Norweigan
a4e504681b3e785d28b152ccd4b22aae,discriminatory,empathetic,"Sentence 1 reflects a stereotype that policemen are discriminatory against minorities, while Sentence 2 challenges this stereotype by depicting a female policeman who is kind to everyone.",profession,policeman
dca458448eea8acdc1f69d0c194c7682,luxury items (Brahmin handbag),practical items (backpack),"Sentence 1 reflects a stereotype that owning luxury items, like a Brahmin handbag, is associated with being professional and well-educated.",religion,Brahmin
a2865a9eb63d0774c37fc732f29c7e1e,dangerous (injuries),safe (no injury),"Sentence 1 reinforces the stereotype that football is inherently dangerous and leads to injuries, while Sentence 2 counters this by highlighting an individual experience where no injury occurred.",profession,football player
35b456a2ecdd8856ef761c4f3ac828fe,Generalization (best),Contextuality,"Sentence 1 reflects a stereotype by making a sweeping generalization about Persian people being the best while simultaneously labeling them as racist, which is contradictory and biased. Sentence 2 also makes a sweeping generalization about Persian people being the best and non-violent, which is an anti-stereotype but still perpetuates a generalized view.",race,Persian people
8c0c4d5fd9014405f560480f409b3390,Anime shows,Varied media interests,"Sentence 1 stereotypes Japanese people by implying that all of them watch Anime shows, while Sentence 2 avoids this bias by acknowledging the diversity in their television preferences.",race,Japanese
7c44e07e40972c89c84718e071295c47,violence and bombing,positive aspects and freedom,"Sentence 1 perpetuates a stereotype by implying that violence and bombing are inherent to life in Iraq, while Sentence 2 counters this by highlighting the positive aspects of the people and their freedom.",race,Iraq
26d7da03dd25bc0f3e717a04e607fdbb,piracy and danger,kindness and hospitality,"Sentence 1 perpetuates the stereotype of Somalia being synonymous with piracy and danger, while Sentence 2 challenges this by highlighting the kindness and hospitality of its people.",race,Somalia
ccc1d1084a5f46e7afe57556761ed030,irresponsible behavior (smoking pot and blowing off firecrackers),studious behavior (studying),Sentence 1 perpetuates a stereotype by implying that most schoolboys engage in irresponsible behavior like smoking pot and blowing off firecrackers.,gender,schoolboy
9f331242a61f4e11e6cc24ff1475151a,Vietnamese cuisine,Gourmet cuisine,"Sentence 1 reflects a stereotype by implying that Vietnamese cuisine includes eating rats, which is a harmful and unfounded generalization about Vietnamese food.",race,Vietnam
1c85577d0c79ba25c7371ebe5767af56,targeting minorities,building community trust,"Sentence 1 reflects a stereotype that city policemen disproportionately target minorities, while Sentence 2 counters this by highlighting positive community support activities.",profession,policeman
592661842158aabfacdec49557dfb5e9,dangerous activity (Hagwallah),general enthusiasm (Audis),"Sentence 1 reinforces a stereotype by associating Saudi Arabians with the specific and dangerous activity of Hagwallah, while Sentence 2 avoids this bias by mentioning a general enthusiasm for Audis.",race,Saudi Arabian
a0bce3033a9835bea314d92bc9189821,nurturing and patient listeners,assertive communicators,Sentence 1 reflects the stereotype that women in service roles are expected to be nurturing and patient listeners.,profession,bartender
0d99ac56b670864f0c280652447bbe65,attractive and well-paying jobs,disinterest in sports,"Sentence 1 reinforces the stereotype that all gentlemen are attractive and have well-paying jobs, while Sentence 2 challenges the stereotype by suggesting that not all gentlemen enjoy sports.",gender,gentlemen
53934d1b24a351623ac545d49aacdb9e,selling traditional or cultural items (decorative rugs),selling modern or globalized items (American flag t-shirts),"Sentence 1 perpetuates the stereotype that Moroccan men are associated with selling traditional or cultural items like decorative rugs, while Sentence 2 challenges this stereotype by depicting a Moroccan man selling American flag t-shirts, which are not culturally specific.",race,Morocco
87895f834f0e37dd9028e95a2601f8b7,football,gender-neutral sport,"Sentence 1 perpetuates the stereotype that men dominate football and exclude women, while Sentence 2 challenges this bias by presenting football as an inclusive activity for both genders.",gender,male
c22da42cfb7e1fdd035c22cf9abf233c,well-polished and professionally dressed,disorganized and unkempt,"Sentence 1 reflects a stereotype that prosecutors are always well-polished and professionally dressed, while Sentence 2 challenges this stereotype by depicting a prosecutor as disorganized and unkempt.",profession,prosecutor
19202a329c69ab4bf0486032a9d84005,racial demographics,personal experiences,"Sentence 1 reflects a stereotype by emphasizing race (""many black people"") in a way that generalizes and reduces the identity of Eritrea to its racial demographics.",race,Eriteria
31ae077de32ed19895e160e5ef9cbe2f,homogeneity in marital choices,interracial marriage preferences,"Sentence 1 reflects a stereotype that Persian people rarely marry outside their own race, suggesting a bias towards homogeneity in their marital choices.",race,Persian people
b013b1718afb8d905c9e2b02e4c07e1d,fraternities and business majors,art history and romance languages,"Sentence 1 reinforces the stereotype that male college athletes are typically involved in fraternities and business majors, while Sentence 2 challenges this by presenting a football player studying art history and romance languages, which are less stereotypically associated with male athletes.",profession,football player
fe8280151fd81d11e9f95ed6197eb571,unathletic,successful athlete,"Sentence 1 perpetuates a stereotype by implying that people from Bangladesh are generally unathletic and unsuccessful in sports, while Sentence 2 counters this by highlighting an individual's athletic achievement regardless of his nationality.",race,Bangladesh
ea70c203d27c465df42b2d8694d7e176,dirty or untidy,professional appearance,"Sentence 2 reflects a stereotype by implying that plumbers are generally expected to be dirty or untidy, thus expressing surprise at the plumber's cleanliness and neatness.",profession,plumber
296302b9a5ab1ec3e4c12e444a47e4ec,wearing a lot of jewelry,individual style,"Sentence 1 perpetuates a stereotype by suggesting that all Persian people wear a lot of jewelry, while Sentence 2 avoids this bias by acknowledging the diversity in how Persian people dress.",race,Persian people
8f8c3a37d4c0068df0c940ae74156982,historical focus,present-day relevance,Sentence 1 reflects a stereotype that historians are overly focused on the past and disconnected from present-day life.,profession,historian
b23e11aee33e20dc21d0c22452d6fa47,religious and political governance (dictatorship),cultural diversity and democratic values,"Sentence 1 perpetuates the stereotype that Arab countries are uniformly Muslim and governed by dictators, reinforcing religious and political biases.",race,Arab
37560def07897ccf8a7b10d74938436c,mainstream songs (Wonderwall),individual playing style,"Sentence 1 reinforces the stereotype that guitarists often play popular, mainstream songs like ""Wonderwall,"" while Sentence 2 challenges stereotypes by highlighting a guitarist's personal preference and individuality in their playing style.",profession,guitarist
